caseid,closure_type,closure_reason
201812000002,Client Recess,
201812000001,Client Recess,
201811011937,Client Recess,1 - Client lost
201811011934,Client Recess,1 - Client lost
201811011932,Client Recess,1 - Client lost
201811011930,Client Recess,1 - Client lost
201811011926,Client Recess,6 - Relationship changed
201811011927,Bank Recess,1 - Client lost
201811011925,Bank Recess,1 - Client lost
201811011924,Client Recess,2 - Keep bank account. Same dip
201811011918,Client Recess,1 - Client lost
201811011917,Bank Recess,1 - Client lost
201811011916,Client Recess,2 - Keep bank account. Same dip
201811011914,Client Recess,1 - Client lost
201811011913,Bank Recess,1 - Client lost
201811011911,Bank Recess,1 - Client lost
201811011909,Inheritance,
201811011907,Bank Recess,1 - Client lost
201811011906,Client Recess,1 - Client lost
201811011904,Client Recess,2 - Keep bank account. Same dip
201811011903,Bank Recess,1 - Client lost
201811011900,Client Recess,8 - Keep other relationships. Different dip
201811011902,Bank Recess,1 - Client lost
201811011899,Client Recess,1 - Client lost
201811011898,Client Recess,2 - Keep bank account. Same dip
201811011897,Client Recess,1 - Client lost
201811011895,Bank Recess,1 - Client lost
201811011892,Client Recess,1 - Client lost
201811011889,Bank Recess,1 - Client lost
201811011887,Client Recess,1 - Client lost
201811011886,Bank Recess,1 - Client lost
201811011881,Bank Recess,1 - Client lost
201811011875,Client Recess,2 - Keep bank account. Same dip
201811011874,Client Recess,2 - Keep bank account. Same dip
201811011872,Client Recess,1 - Client lost
201811011870,Client Recess,2 - Keep bank account. Same dip
201811011869,Bank Recess,1 - Client lost
201811011862,Porting,
201811011861,Client Recess,7 - Keep other relationships. Same dip
201811011860,Client Recess,2 - Keep bank account. Same dip
201811011858,Bank Recess,1 - Client lost
201811011857,Client Recess,2 - Keep bank account. Same dip
201811011856,Client Recess,1 - Client lost
201811011855,Bank Recess,
201811011853,Bank Recess,
201811011850,Client Recess,2 - Keep bank account. Same dip
201811011849,Client Recess,
201811011845,Client Recess,1 - Client lost
201811011844,Bank Recess,1 - Client lost
201811011843,Client Recess,2 - Keep bank account. Same dip
201811011842,Porting,
201811011841,Bank Recess,1 - Client lost
201811011838,Client Recess,1 - Client lost
201811011837,Client Recess,1 - Client lost
201811011835,Bank Recess,1 - Client lost
201811011834,Client Recess,1 - Client lost
201811011827,Client Recess,1 - Client lost
201811011832,Client Recess,2 - Keep bank account. Same dip
201811011817,Bank Recess,1 - Client lost
201811011824,Bank Recess,1 - Client lost
201811011815,Client Recess,2 - Keep bank account. Same dip
201811011814,Bank Recess,1 - Client lost
201811011812,Client Recess,1 - Client lost
201811011801,Client Recess,1 - Client lost
201811011800,Bank Recess,
201811011799,Bank Recess,
201811011798,Client Recess,2 - Keep bank account. Same dip
201811011795,Client Recess,2 - Keep bank account. Same dip
201811011792,Bank Recess,1 - Client lost
201811011791,Client Recess,3 - Keep bank account. Different dip
201811011789,Bank Recess,1 - Client lost
201811011788,Inheritance,
201811011787,Bank Recess,1 - Client lost
201811011784,Inheritance,
201811011782,Bank Recess,1 - Client lost
201811011780,Client Recess,2 - Keep bank account. Same dip
201811011775,Client Recess,1 - Client lost
201811011770,Inheritance,
201811011767,Bank Recess,1 - Client lost
201811011764,Client Recess,
201811011761,Client Recess,1 - Client lost
201811011758,Client Recess,2 - Keep bank account. Same dip
201811011760,Client Recess,1 - Client lost
201811011757,Client Recess,
201811011756,Porting,
201811011755,Client Recess,1 - Client lost
201811011753,Client Recess,2 - Keep bank account. Same dip
201811011751,Bank Recess,1 - Client lost
201811011750,Client Recess,1 - Client lost
201811011748,Inheritance,
201811011747,Client Recess,6 - Relationship changed
201811011746,Client Recess,4 - Open new bank account. Same dip
201811011742,Client Recess,1 - Client lost
201811011738,Bank Recess,1 - Client lost
201811011739,Bank Recess,1 - Client lost
201811011737,Bank Recess,1 - Client lost
201811011734,Bank Recess,1 - Client lost
201811011733,Bank Recess,1 - Client lost
201811011732,Client Recess,1 - Client lost
201811011731,Bank Recess,1 - Client lost
201811011728,Client Recess,2 - Keep bank account. Same dip
201811011724,Client Recess,2 - Keep bank account. Same dip
201811011719,Client Recess,7 - Keep other relationships. Same dip
201811011718,Bank Recess,1 - Client lost
201811011715,Client Recess,1 - Client lost
201811011712,Client Recess,1 - Client lost
201811011714,Client Recess,1 - Client lost
201811011711,Client Recess,7 - Keep other relationships. Same dip
201811011708,Client Recess,7 - Keep other relationships. Same dip
201811011707,Client Recess,1 - Client lost
201811011703,Bank Recess,1 - Client lost
201811011702,Bank Recess,1 - Client lost
201811011699,Client Recess,1 - Client lost
201811011698,Bank Recess,1 - Client lost
201811011692,Client Recess,2 - Keep bank account. Same dip
201811011691,Client Recess,2 - Keep bank account. Same dip
201811011686,Client Recess,1 - Client lost
201811011684,Client Recess,2 - Keep bank account. Same dip
201811011685,Porting,
201811011682,Porting,
201811011680,Bank Recess,1 - Client lost
201811011678,Client Recess,2 - Keep bank account. Same dip
201811011677,Bank Recess,1 - Client lost
201811011676,Client Recess,1 - Client lost
201811011675,Client Recess,1 - Client lost
201811011674,Client Recess,2 - Keep bank account. Same dip
201811011672,Bank Recess,1 - Client lost
201811011670,Client Recess,1 - Client lost
201811011669,Client Recess,2 - Keep bank account. Same dip
201811011667,Client Recess,2 - Keep bank account. Same dip
201811011662,Client Recess,1 - Client lost
201811011665,Porting,
201811011664,Client Recess,1 - Client lost
201811011656,Client Recess,1 - Client lost
201811011655,Bank Recess,1 - Client lost
201811011653,Bank Recess,1 - Client lost
201811011651,Bank Recess,1 - Client lost
201811011649,Client Recess,1 - Client lost
201811011645,Client Recess,2 - Keep bank account. Same dip
201811011644,Bank Recess,1 - Client lost
201811011643,Client Recess,2 - Keep bank account. Same dip
201811011636,Client Recess,2 - Keep bank account. Same dip
201811011631,Client Recess,2 - Keep bank account. Same dip
201811011628,Client Recess,1 - Client lost
201811011626,Client Recess,7 - Keep other relationships. Same dip
201811011624,Client Recess,2 - Keep bank account. Same dip
201811011622,Client Recess,2 - Keep bank account. Same dip
201811011619,Client Recess,1 - Client lost
201811011618,Client Recess,1 - Client lost
201811011617,Client Recess,2 - Keep bank account. Same dip
201811011616,Inheritance,
201811011615,Porting,
201811011613,Client Recess,1 - Client lost
201811011609,Client Recess,1 - Client lost
201811011607,Bank Recess,1 - Client lost
201811011605,Client Recess,2 - Keep bank account. Same dip
201811011602,Client Recess,2 - Keep bank account. Same dip
201811011600,Client Recess,1 - Client lost
201811011598,Client Recess,1 - Client lost
201811011596,Client Recess,2 - Keep bank account. Same dip
201811011594,Client Recess,2 - Keep bank account. Same dip
201811011591,Inheritance,
201811011590,Client Recess,2 - Keep bank account. Same dip
201811011588,Client Recess,
201811011587,Client Recess,4 - Open new bank account. Same dip
201811011586,Client Recess,1 - Client lost
201811011583,Client Recess,2 - Keep bank account. Same dip
201811011581,Client Recess,1 - Client lost
201811011578,Client Recess,2 - Keep bank account. Same dip
201811011579,Bank Recess,1 - Client lost
201811011577,Client Recess,2 - Keep bank account. Same dip
201811011576,Client Recess,3 - Keep bank account. Different dip
201811011575,Client Recess,2 - Keep bank account. Same dip
201811011574,Client Recess,1 - Client lost
201811011573,Client Recess,1 - Client lost
201811011570,Bank Recess,1 - Client lost
201811011568,Bank Recess,1 - Client lost
201811011567,Inheritance,
201811011566,Bank Recess,1 - Client lost
201811011565,Inheritance,
201811011564,Client Recess,1 - Client lost
201811011563,Bank Recess,1 - Client lost
201811011559,Client Recess,1 - Client lost
201811011558,Client Recess,2 - Keep bank account. Same dip
201811011556,Bank Recess,1 - Client lost
201811011555,Client Recess,1 - Client lost
201811011554,Bank Recess,1 - Client lost
201811011552,Client Recess,2 - Keep bank account. Same dip
201811011551,Client Recess,1 - Client lost
201811011546,Client Recess,1 - Client lost
201811011544,Bank Recess,1 - Client lost
201811011542,Client Recess,1 - Client lost
201811011540,Client Recess,7 - Keep other relationships. Same dip
201811011537,Client Recess,1 - Client lost
201811011536,Client Recess,1 - Client lost
201811011535,Client Recess,1 - Client lost
201811011534,Client Recess,1 - Client lost
201811011533,Client Recess,2 - Keep bank account. Same dip
201811011532,Client Recess,2 - Keep bank account. Same dip
201811011530,Bank Recess,1 - Client lost
201811011529,Client Recess,1 - Client lost
201811011526,Client Recess,1 - Client lost
201811011527,Client Recess,1 - Client lost
201811011525,Client Recess,1 - Client lost
201811011522,Bank Recess,1 - Client lost
201811011521,Bank Recess,1 - Client lost
201811011518,Client Recess,1 - Client lost
201811011509,Client Recess,
201811011503,Client Recess,
201811011508,Client Recess,
201811011507,Client Recess,
201811011500,Client Recess,
201811011499,Client Recess,
201811011498,Client Recess,
201811011497,Client Recess,
201811011496,Client Recess,
201811011495,Client Recess,
201811011493,Client Recess,
201811011494,Client Recess,
201811011473,Client Recess,
201811011452,Bank Recess,1 - Client lost
201811011450,Client Recess,1 - Client lost
201811011445,Bank Recess,1 - Client lost
201811011444,Bank Recess,1 - Client lost
201811011440,Bank Recess,1 - Client lost
201811011439,Client Recess,1 - Client lost
201811011437,Bank Recess,1 - Client lost
201811011435,Bank Recess,1 - Client lost
201811011433,Client Recess,8 - Keep other relationships. Different dip
201811011430,Client Recess,7 - Keep other relationships. Same dip
201811011432,Client Recess,8 - Keep other relationships. Different dip
201811011428,Bank Recess,1 - Client lost
201811011425,Client Recess,8 - Keep other relationships. Different dip
201811011424,Client Recess,1 - Client lost
201811011423,Inheritance,
201811011419,Bank Recess,1 - Client lost
201811011417,Client Recess,1 - Client lost
201811011416,Client Recess,2 - Keep bank account. Same dip
201811011412,Bank Recess,1 - Client lost
201811011411,Bank Recess,1 - Client lost
201811011410,Client Recess,2 - Keep bank account. Same dip
201811011409,Bank Recess,1 - Client lost
201811011403,Client Recess,4 - Open new bank account. Same dip
201811011402,Client Recess,1 - Client lost
201811011401,Bank Recess,1 - Client lost
201811011399,Bank Recess,1 - Client lost
201811011398,Bank Recess,1 - Client lost
201811011395,Client Recess,1 - Client lost
201811011394,Inheritance,
201811011389,Porting,
201811011388,Client Recess,1 - Client lost
201811011386,Client Recess,4 - Open new bank account. Same dip
201811011385,Client Recess,1 - Client lost
201811011384,Client Recess,2 - Keep bank account. Same dip
201811011381,Client Recess,1 - Client lost
201811011379,Bank Recess,1 - Client lost
201811011377,Client Recess,2 - Keep bank account. Same dip
201811011374,Porting,
201811011371,Client Recess,1 - Client lost
201811011369,Client Recess,1 - Client lost
201811011366,Bank Recess,1 - Client lost
201811011367,Bank Recess,1 - Client lost
201811011365,Bank Recess,1 - Client lost
201811011363,Client Recess,2 - Keep bank account. Same dip
201811011362,Inheritance,
201811011361,Client Recess,2 - Keep bank account. Same dip
201811011360,Client Recess,1 - Client lost
201811011359,Client Recess,1 - Client lost
201811011353,Porting,
201811011349,Client Recess,2 - Keep bank account. Same dip
201811011347,Client Recess,1 - Client lost
201811011343,Client Recess,1 - Client lost
201811011340,Inheritance,
201811011339,Porting,
201811011338,Client Recess,1 - Client lost
201811011337,Client Recess,2 - Keep bank account. Same dip
201811011336,Bank Recess,1 - Client lost
201811011335,Client Recess,7 - Keep other relationships. Same dip
201811011333,Client Recess,1 - Client lost
201811011332,Client Recess,1 - Client lost
201811011330,Client Recess,2 - Keep bank account. Same dip
201811011328,Client Recess,1 - Client lost
201811011327,Inheritance,
201811011325,Client Recess,2 - Keep bank account. Same dip
201811011323,Client Recess,1 - Client lost
201811011319,Bank Recess,1 - Client lost
201811011318,Client Recess,2 - Keep bank account. Same dip
201811011313,Client Recess,7 - Keep other relationships. Same dip
201811011312,Client Recess,1 - Client lost
201811011311,Client Recess,2 - Keep bank account. Same dip
201811011310,Client Recess,1 - Client lost
201811011309,Client Recess,1 - Client lost
201811011306,Bank Recess,1 - Client lost
201811011305,Client Recess,1 - Client lost
201811011304,Client Recess,7 - Keep other relationships. Same dip
201811011301,Bank Recess,1 - Client lost
201811011300,Bank Recess,1 - Client lost
201811011297,Client Recess,1 - Client lost
201811011291,Client Recess,2 - Keep bank account. Same dip
201811011290,Client Recess,1 - Client lost
201811011289,Client Recess,1 - Client lost
201811011288,Bank Recess,1 - Client lost
201811011287,Bank Recess,1 - Client lost
201811011286,Client Recess,1 - Client lost
201811011284,Bank Recess,1 - Client lost
201811011283,Inheritance,
201811011282,Client Recess,1 - Client lost
201811011278,Bank Recess,1 - Client lost
201811011280,Client Recess,
201811011277,Inheritance,
201811011276,Client Recess,2 - Keep bank account. Same dip
201811011274,Client Recess,
201811011270,Porting,
201811011268,Bank Recess,1 - Client lost
